,Origination_channel,Seller,ORIG_INT_R,ORIG_UPB,ORIG_LOAN_T,ORIG_LTV,ORIG_CLTV,NUM_BOR,ORIG_DTIR,BOR_C_SCORE,FST_TIME_IND,LOAN_PURPOSE,NUM_UNITS,OCC_TYPE,PROP_STATE,ZIP_SHORT,PRIM_INS_PERC,PROD_TYPE,CO_BOR_C_SCORE,INSUR_TYPE,RELOC_IND,Default
0.798618357,R,WELLS FARGO BANK,5.246557539,45812.13552,195,80.21896639,115.5381134,1,55.25079114,340.2552719,Y,P,4,P,AR,629,8.462449783,FRM,392.5675741,1,N,1
0.144203241,C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.461820863,243820.7104,195,84.69575181,113.3984796,1,47.69512403,424.7643104,Y,P,1,P,NJ,798,9.615395421,FRM,306.1853089,1,N,1
0.457733378,C,STONEGATE MORTGAGE CORPORATION,7.684293188,207597.9641,195,86.80243925,111.8058127,1,52.39092606,433.0921577,Y,P,2,P,FL,698,5.868140346,FRM,476.279221,1,N,1
0.618155404,C,STONEGATE MORTGAGE CORPORATION,7.575007566,267416.4531,195,80.08524165,89.29009293,1,43.90375072,415.2738755,N,P,1,P,IA,417,7.161022386,FRM,484.6472057,1,N,1
0.436210802,R,WELLS FARGO BANK,7.894548076,272383.4747,195,84.46281367,92.23746553,1,47.90320453,454.225993,N,P,4,P,ME,536,1.640858788,FRM,470.0469093,1,N,1
0.258449132,R,STONEGATE MORTGAGE CORPORATION,7.675353363,14857.06607,195,87.29280772,107.3519162,1,62.80468373,310.1711231,N,P,3,P,HI,347,1.106934626,FRM,475.2583172,1,N,1
0.078988492,R,WELLS FARGO BANK,5.990281662,98393.22595,195,81.42985153,110.5338464,1,47.63010422,461.2494678,Y,P,1,P,MT,212,9.062031492,FRM,350.2519015,1,N,1
0.501848401,C,"FLAGSTAR BANK, FSB",5.742919267,118889.2245,195,84.77830959,112.3947803,1,53.03000488,310.0260243,Y,P,2,P,CA,351,9.262691456,FRM,488.6320255,1,N,1
0.958015563,R,WELLS FARGO BANK,5.277597615,78122.03703,195,83.48423422,94.84734214,1,43.06260429,472.6149502,Y,P,1,P,NC,390,5.407662021,FRM,411.9440776,1,N,1
0.629362713,R,"FLAGSTAR BANK, FSB",6.54458073,109957.8971,195,85.47232848,103.9976984,1,58.77877297,381.883546,N,P,1,P,CO,506,3.572807693,FRM,454.6514866,1,N,1
0.813510812,C,"FLAGSTAR BANK, FSB",5.374871223,145338.0021,195,83.89327372,107.5118642,1,56.62390931,487.2254113,Y,P,2,P,GU,759,3.69180204,FRM,416.181286,1,N,1
0.871856177,C,STONEGATE MORTGAGE CORPORATION,5.152821391,24913.78937,195,88.3711746,89.88211985,1,50.50598616,313.3928818,N,P,1,P,IL,718,9.129376405,FRM,445.1319501,1,N,1
0.252134293,R,WELLS FARGO BANK,6.757904643,161824.774,195,86.75777143,100.7398752,1,47.85091815,438.1208022,Y,C,2,P,OK,313,4.079257222,FRM,464.1843686,1,N,1
0.501199418,R,WELLS FARGO BANK,6.03051735,296593.185,195,82.41457735,105.5578552,1,61.80916267,383.2645317,Y,C,1,P,MN,800,9.829584547,FRM,391.109692,1,N,1
0.717263967,C,WELLS FARGO BANK,6.620250475,113302.928,195,85.4012524,106.6398036,1,61.64041444,490.5136054,N,P,2,P,ME,742,4.813399941,FRM,407.4121679,1,N,1
0.29025175,R,WELLS FARGO BANK,5.126419192,99528.46211,195,86.56384541,108.3517117,1,61.52783016,347.0724945,Y,P,1,P,MO,653,6.462030681,FRM,438.2939818,1,N,1
0.965065374,C,STONEGATE MORTGAGE CORPORATION,6.071650047,286015.3914,195,87.09997159,95.13532049,1,47.32662597,359.543083,Y,P,3,P,GU,240,5.566824609,FRM,453.2843571,1,N,1
0.920501566,C,WELLS FARGO BANK,7.267934965,146397.4481,195,82.41465672,100.4610991,1,59.95628995,382.8457995,N,C,2,P,NY,190,2.276256291,FRM,346.0711771,1,N,1
0.195353278,C,WELLS FARGO BANK,6.647815668,248475.2492,195,80.11427379,110.3442616,1,51.64095154,495.4613198,Y,P,3,P,ME,200,8.35629485,FRM,485.1184176,1,N,1
0.701130095,R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.039006969,125539.6588,195,84.74885221,93.18017789,1,58.14377001,430.437085,Y,P,3,P,CA,474,4.614816402,FRM,398.0174438,1,N,1
0.379539215,C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.895746956,225520.2437,195,83.3771365,104.3947096,1,55.40965138,416.2380509,Y,C,4,P,CA,523,9.654301841,FRM,347.7892207,1,N,1
0.784102938,C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.217224018,67555.7272,195,85.67611547,99.38716141,1,60.12605283,408.3153528,N,P,1,P,WI,103,9.502719874,FRM,403.8089202,1,N,1
0.209686055,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.989719916,116415.9838,195,83.22306216,105.1106843,1,60.35526866,439.6932103,Y,C,1,P,NE,446,1.268453695,FRM,403.3073763,1,N,1
0.491090153,C,WELLS FARGO BANK,5.291864641,260787.1394,195,82.68794689,95.56321046,1,45.54911521,422.1208497,N,P,1,P,NM,149,5.655120526,FRM,312.2767368,1,N,1
0.227055895,C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.142665058,190335.8415,195,82.94310103,102.6520508,1,58.22225448,407.6673824,Y,P,1,P,LA,52,7.573824632,FRM,340.634159,1,N,1
0.995908809,C,WELLS FARGO BANK,5.302241022,84603.92479,195,81.89317122,95.43408529,1,51.91621934,348.6229986,N,P,1,P,NE,649,6.608589148,FRM,483.1533488,1,N,1
0.04457002,C,WELLS FARGO BANK,5.666375942,159843.7625,195,84.49056963,94.77496646,1,57.63833413,302.793286,N,C,2,P,SD,561,1.256565837,FRM,439.6894525,1,N,1
0.622215401,R,STONEGATE MORTGAGE CORPORATION,5.323390465,138252.5885,195,87.59163932,89.03047559,1,48.44585194,366.4636487,N,C,1,P,PR,303,1.504278373,FRM,311.2024583,1,N,1
0.81361058,R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.681499905,243389.3165,195,83.36496825,97.02584041,1,50.06064919,347.8004286,N,P,3,P,NC,157,3.462687923,FRM,396.7337335,1,N,1
0.339563221,R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.776641989,144524.1159,195,84.3897534,104.9650845,1,50.17515611,444.5931131,N,P,2,P,NH,393,7.462456709,FRM,334.5306187,1,N,1
0.956930464,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.190641089,15105.55104,195,82.36038276,87.72110886,1,63.15762445,445.1004987,Y,P,3,P,GU,125,4.266765909,FRM,329.6091169,1,N,1
0.892964133,R,"FLAGSTAR BANK, FSB",5.277018906,138952.2663,195,83.11395548,102.0753243,1,58.3911189,473.0848211,Y,P,1,P,CA,615,6.974694097,FRM,413.6693646,1,N,1
0.929902066,R,WELLS FARGO BANK,5.100548963,190910.9449,195,81.05415479,106.8902626,1,60.37048677,402.1625143,N,P,3,P,OR,283,5.473408366,FRM,410.598413,1,N,1
0.625386618,C,WELLS FARGO BANK,6.594389342,64311.10554,195,80.43115442,111.2930967,1,61.66270157,457.3345636,Y,P,2,P,KS,695,4.747500029,FRM,341.8955482,1,N,1
0.351238638,R,WELLS FARGO BANK,7.329143709,117304.5667,195,85.37615962,116.9239363,1,62.61104133,313.1468315,Y,P,1,P,MI,343,7.258928086,FRM,450.6368963,1,N,1
0.31800289,C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.080215171,64564.91301,195,86.11207751,94.0494724,1,51.7393689,482.9766939,Y,P,1,P,ME,301,3.220944603,FRM,494.8116176,1,N,1
0.710623191,C,WELLS FARGO BANK,5.277232103,97561.1476,195,80.97963716,90.56501613,1,49.79889759,466.7008972,Y,P,3,P,VA,472,4.330994868,FRM,345.6998924,1,N,1
0.902290863,R,WELLS FARGO BANK,6.105703674,275266.9533,195,82.69394313,96.18079251,1,58.73158866,404.3861817,Y,P,3,P,AR,584,5.872226839,FRM,400.1016127,1,N,1
0.888560945,R,"FLAGSTAR BANK, FSB",6.834940357,206630.0464,195,82.4641439,98.95221027,1,51.07773156,335.1675845,N,P,1,P,KS,303,2.163649838,FRM,395.6817485,1,N,1
0.14247213,R,"FLAGSTAR BANK, FSB",6.953559014,185980.4724,195,81.91317127,91.09389133,1,52.67705449,345.7015679,Y,C,1,P,ND,230,4.009579483,FRM,348.9859716,1,N,1
0.029204769,R,WELLS FARGO BANK,7.271603423,17887.97831,195,84.11298146,110.2869995,1,56.82064216,415.2834017,Y,P,4,P,ME,770,7.669350668,FRM,424.8747047,1,N,1
0.384210509,C,WELLS FARGO BANK,7.158704243,240124.6053,195,82.86932557,119.4059165,1,50.02251618,306.2981998,N,C,3,P,CA,403,2.739127342,FRM,465.6281148,1,N,1
0.346351047,C,STONEGATE MORTGAGE CORPORATION,7.756774617,192375.1974,195,80.21528651,117.093619,1,60.68304658,457.9599932,N,C,2,P,AZ,135,9.392358085,FRM,494.0200082,1,N,1
0.630512686,R,FRANKLIN AMERICAN MORTGAGE COMPANY,6.827644332,56795.64927,195,85.57310059,113.1629933,1,61.55807877,399.8265642,N,C,1,P,NJ,170,4.964645564,FRM,465.5347004,1,N,1
0.233579514,R,DITECH FINANCIAL LLC,6.475348159,35509.0247,195,81.02226839,87.1690498,1,50.39913066,462.8368477,Y,P,1,P,PR,771,6.835443409,FRM,319.820004,1,N,1
0.978147753,C,WELLS FARGO BANK,7.444305018,201119.757,195,81.29596503,111.1514051,1,43.41667111,487.8517202,N,P,4,P,IA,474,3.768768515,FRM,468.3795,1,N,1
0.867529587,R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.537960479,127020.7571,195,83.96128683,108.9578785,1,47.28884376,497.7085368,Y,C,1,P,OK,90,2.152017048,FRM,480.0967242,1,N,1
0.29941004,R,STONEGATE MORTGAGE CORPORATION,7.387556078,228266.22,195,82.08181086,114.3116001,1,56.03357273,391.4371281,Y,C,1,P,OH,751,4.022832815,FRM,373.2398384,1,N,1
0.382169961,C,WELLS FARGO BANK,6.278825339,244029.6938,195,82.63030643,96.64670976,1,55.28819606,377.8539375,Y,P,3,P,NY,546,5.564346431,FRM,336.0731515,1,N,1
0.910395313,R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.467940381,104354.7915,195,82.82990424,98.1425074,1,55.83565038,354.5510893,Y,P,1,P,ND,589,4.442993381,FRM,384.6116194,1,N,1
0.926931714,C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.675305101,49270.83079,195,81.66389514,113.2548937,1,53.61586953,335.1353171,Y,P,2,P,NE,92,5.344153344,FRM,418.6743036,1,N,1
0.459150595,C,WELLS FARGO BANK,6.429932824,209021.9232,195,81.17124108,92.578718,1,62.2154661,498.6158024,N,P,2,P,RI,238,4.324503443,FRM,442.8085237,1,N,1
0.52410268,C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.006508763,137444.7082,195,81.37147513,90.41668965,1,43.13397331,390.7653144,Y,P,4,P,IL,540,3.283492614,FRM,489.1012221,1,N,1
0.105614646,R,STONEGATE MORTGAGE CORPORATION,7.208418281,230085.2586,195,87.25345017,89.58072839,1,47.90724399,476.279221,N,P,2,P,CO,590,6.785788702,FRM,355.5464708,1,N,1
0.2150903,R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.88659903,216304.5309,195,83.28026545,105.1095495,1,61.75928406,310.2504585,N,P,1,P,GU,381,4.514750586,FRM,485.1981892,1,N,1
0.41700971,R,WELLS FARGO BANK,6.649117187,250676.7951,195,82.9158303,85.01710244,1,45.81366899,464.1811468,Y,P,2,P,HI,689,1.153722561,FRM,493.4382264,1,N,1
0.146707612,R,"FLAGSTAR BANK, FSB",5.37209132,222222.8778,195,88.33379716,90.38456352,1,45.68626713,352.6318943,Y,C,1,P,DE,651,1.572748787,FRM,472.9418322,1,N,1
0.188407585,C,STONEGATE MORTGAGE CORPORATION,5.231061166,5142.137259,195,85.15457834,119.016224,1,53.33219331,418.9689673,Y,P,1,P,RI,154,9.578700248,FRM,366.4068798,1,N,1
0.745133072,R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.436845987,104180.5154,195,86.8434157,110.0294082,1,57.32277462,327.9452933,N,P,2,P,VI,412,9.90582632,FRM,304.3240775,1,N,1
0.210541429,R,"FLAGSTAR BANK, FSB",6.664294616,138210.6001,195,84.4218323,104.3073287,1,51.31407264,389.1340097,N,P,4,P,ND,525,1.973399798,FRM,381.8773567,1,N,1
0.88140966,R,WELLS FARGO BANK,6.499364722,286571.4472,195,86.05801513,99.41005238,1,60.82374475,457.3332857,N,P,1,P,HI,330,9.227996747,FRM,484.8223952,1,N,1
0.561450535,C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.365889804,197111.5765,195,80.05285997,98.02886249,1,47.62880939,395.4384399,N,P,1,P,GU,348,7.795281521,FRM,398.8479776,1,N,1
0.853473422,C,WELLS FARGO BANK,5.085884973,75978.64619,195,86.63366259,108.6497841,1,45.84616029,412.0191345,N,C,3,P,UT,171,7.160874367,FRM,470.3852116,1,N,1
0.43363251,C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.248821986,282031.02,195,87.66257744,110.4302974,1,61.78631045,324.3206674,Y,P,3,P,NC,587,2.013488095,FRM,436.7778744,1,N,1
0.965419211,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.178299946,106224.6105,195,88.22018231,88.6615661,1,47.25554486,386.5605076,Y,P,1,P,MD,66,2.416530587,FRM,409.0937415,1,N,1
0.584146761,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.224980221,252890.5904,195,82.50778318,89.026799,1,46.99522322,495.0817964,N,P,2,P,MT,729,7.747014513,FRM,498.6158024,1,N,1
0.881209322,C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.943968343,126215.7191,195,82.46466606,117.9182082,1,59.77447113,464.7469335,Y,C,1,P,ND,646,9.446380035,FRM,419.5484415,1,N,1
0.453403799,R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.249557001,116808.1547,195,80.07944407,103.5449552,1,56.1105854,324.2334728,Y,C,2,P,MA,186,4.545198708,FRM,479.2130594,1,N,1
0.952566949,C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.861065194,45608.30143,195,86.8375014,99.89932663,1,53.85812175,354.9938844,Y,P,1,P,GA,57,9.59825073,FRM,388.4694578,1,N,1
0.271410668,R,WELLS FARGO BANK,5.708656179,58366.91374,195,86.07127425,94.13208407,1,47.79889757,300.5563707,N,C,4,P,TN,46,1.566197202,FRM,305.4631803,1,N,1
0.67735668,C,WELLS FARGO BANK,6.814764132,277998.8536,195,84.6870379,104.9796252,1,60.80442461,357.0178031,Y,P,1,P,MA,241,5.170649656,FRM,487.1598562,1,N,1
0.664939316,R,WELLS FARGO BANK,5.539074157,170190.8999,195,81.13105804,87.49905434,1,45.29300445,369.18196,N,P,1,P,ID,91,2.625828222,FRM,499.8046728,1,N,1
0.170203335,C,WELLS FARGO BANK,7.561462358,110944.4946,195,82.15547112,97.93392031,1,44.38729548,308.5460999,Y,P,2,P,IA,571,4.226495957,FRM,304.8027719,1,N,1
0.832465274,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.092674876,167485.4996,195,86.59162253,93.00185085,1,44.51352574,468.3795,Y,P,3,P,AZ,526,9.925721994,FRM,461.6930746,1,N,1
0.035133371,R,STONEGATE MORTGAGE CORPORATION,5.519542583,32043.14633,195,81.83884494,107.5105769,1,52.16673208,309.6151686,N,P,4,P,NV,273,7.132857013,FRM,400.3904505,1,N,1
0.208621303,R,DITECH FINANCIAL LLC,7.89985989,77040.23336,195,84.14615664,91.71994713,1,47.48414372,425.2156059,N,P,4,P,NM,220,5.709587296,FRM,309.9269514,1,N,1
0.923302016,C,WELLS FARGO BANK,7.297219034,292755.9097,195,84.57997251,110.4056834,1,55.41152651,450.2310316,Y,P,2,P,ID,399,9.295869535,FRM,482.5724651,1,N,1
0.519189303,C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.201094779,3414.646462,195,86.34941312,99.00947081,1,52.85023979,406.7617404,Y,P,3,P,IA,27,9.751045502,FRM,494.9498927,1,N,1
0.900551206,C,WELLS FARGO BANK,5.14029316,77724.55276,195,83.46370945,91.97430244,1,55.90071468,372.0047832,N,P,4,P,ME,475,6.563192029,FRM,325.9397069,1,N,1
0.073315833,R,WELLS FARGO BANK,5.427703912,172768.4873,195,85.20051534,105.5629221,1,52.49443088,465.5347004,Y,P,1,P,HI,26,1.241220159,FRM,316.8676506,1,N,1
0.902067402,R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.75206862,220357.4519,195,82.86447569,100.0284971,1,45.28990373,374.7918611,N,P,1,P,CT,13,5.918541822,FRM,337.7171515,1,N,1
0.964031145,R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.949751426,154989.8861,195,83.21064939,95.24316227,1,54.46910091,306.1853089,Y,C,2,P,RI,123,9.612753484,FRM,391.1417796,1,N,1
0.293469197,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.416787843,184371.9333,195,81.60470727,94.80591564,1,61.39840653,467.956094,Y,P,2,P,ME,261,2.227736936,FRM,427.8432987,1,N,1
0.024086401,C,WELLS FARGO BANK,6.095583587,95828.07631,195,81.29495154,87.26678602,1,43.99226857,436.7869009,Y,P,4,P,MI,274,2.975413706,FRM,327.788482,1,N,1
0.039263581,R,STONEGATE MORTGAGE CORPORATION,7.685970749,271299.5692,195,86.23518797,116.573646,1,48.59014406,477.1633703,Y,P,1,P,AL,570,7.796564937,FRM,352.6281939,1,N,1
0.757161376,C,STONEGATE MORTGAGE CORPORATION,7.928082022,79134.50762,195,84.64480903,95.03449709,1,47.64362479,432.0828324,Y,P,3,P,MD,477,1.269196059,FRM,350.4741956,1,N,1
0.846091589,R,WELLS FARGO BANK,7.338204124,81273.46544,195,86.82864595,98.35490501,1,47.60254353,465.6281148,N,P,2,P,NM,180,3.237165418,FRM,332.8483243,1,N,1
0.741505772,R,DITECH FINANCIAL LLC,5.918629986,242985.6197,195,82.55405349,95.31337398,1,45.10782472,479.7222859,N,P,2,P,AZ,47,9.287393638,FRM,368.3328561,1,N,1
0.578928043,C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.456406848,145903.9162,195,84.12509093,108.5012633,1,48.85094531,329.6091169,Y,P,2,P,KY,225,5.055071027,FRM,309.7796694,1,N,1
0.808166989,C,WELLS FARGO BANK,5.486528102,55929.40546,195,87.20807041,108.322715,1,46.91687353,312.6472174,N,P,3,P,NY,803,6.269895039,FRM,473.1904503,1,N,1
0.851136716,C,WELLS FARGO BANK,7.151291104,237415.9521,195,86.24518192,85.45506911,1,48.95238062,307.0384078,Y,C,3,P,NV,67,7.036308902,FRM,475.183216,1,N,1
0.008966317,R,WELLS FARGO BANK,7.318235439,273083.8366,195,86.82763746,87.31223938,1,44.73300555,350.5724483,N,P,4,P,HI,88,5.863272888,FRM,394.4982907,1,N,1
0.093494798,R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.952266261,225975.5659,195,82.58798145,99.26726192,1,50.54209768,448.274531,Y,P,2,P,NJ,173,6.311165102,FRM,473.0848211,1,N,1
0.962389242,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.081287512,76272.47702,195,81.17513026,94.19564835,1,59.2379895,499.576703,N,P,1,P,HI,800,7.112744792,FRM,442.5798604,1,N,1
0.465289788,R,"FLAGSTAR BANK, FSB",7.917471604,27329.37787,195,87.98074092,110.4734103,1,59.47782591,443.522069,Y,P,2,P,IN,38,3.348779646,FRM,433.1253854,1,N,1
0.301307329,C,WELLS FARGO BANK,7.655384864,76705.9966,195,83.86779303,94.41526035,1,60.07627968,416.1743615,Y,P,4,P,CT,452,5.968329001,FRM,337.6003114,1,N,1
0.81912395,C,WELLS FARGO BANK,7.375773157,26565.66508,195,87.42323592,108.7980322,1,58.42176474,306.3867203,N,P,3,P,MN,345,9.445411522,FRM,415.5623593,1,N,1
0.602074586,C,STONEGATE MORTGAGE CORPORATION,7.292035171,121198.4259,195,84.65153094,111.3273639,1,55.97366277,307.3817643,N,P,3,P,AZ,392,8.600443359,FRM,359.4975341,1,N,1
0.243580051,R,"FLAGSTAR BANK, FSB",6.29277279,26588.887,195,83.6451126,118.5317412,1,59.16811146,419.0241857,Y,P,3,P,MT,438,2.848687734,FRM,482.5997233,1,N,1
0.785413887,R,"FLAGSTAR BANK, FSB",5.784481084,29599.94354,195,87.74430544,112.165173,1,52.94840677,496.1445366,Y,P,1,P,IA,91,7.979345855,FRM,461.4755782,1,N,1
0.143546684,R,"FLAGSTAR BANK, FSB",6.087756116,110215.3935,195,88.36221205,88.31849235,1,50.75205924,306.607762,N,P,1,P,NY,169,6.482721079,FRM,362.5818569,1,Y,1
0.241182302,C,WELLS FARGO BANK,7.531882966,133078.9122,195,86.69193081,119.9550246,1,59.02983673,355.4118529,N,P,3,P,GA,158,9.246718436,FRM,318.9212331,1,N,1
0.004058098,R,WELLS FARGO BANK,5.547585968,196508.9328,195,87.54817195,94.09719722,1,49.47407814,475.1239132,N,P,2,P,ND,649,8.797367783,FRM,331.2532007,1,N,1
0.805614964,C,"FLAGSTAR BANK, FSB",7.435226116,162493.9671,195,80.02055799,91.84044953,1,63.01726564,475.0733642,N,P,2,P,NV,767,9.600206904,FRM,349.6072955,1,N,1
0.332557331,C,"FLAGSTAR BANK, FSB",5.906819502,152545.8641,195,83.07483212,102.7956397,1,59.44512449,363.3915271,N,C,2,P,AL,273,9.060978061,FRM,403.8970595,1,N,1
0.496277677,C,STONEGATE MORTGAGE CORPORATION,5.484997097,265616.5197,195,84.17851319,87.07185324,1,48.89478084,325.9397069,Y,P,1,P,NY,559,2.801572508,FRM,427.0662463,1,N,1
0.047971415,R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.651302621,163522.6688,195,87.11226059,114.5321347,1,63.41580939,333.6386892,Y,P,4,P,OR,172,4.127183349,FRM,420.5662276,1,N,1
0.477330491,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.215839401,265333.7919,195,87.74107903,117.353957,1,43.85774467,406.6007324,Y,P,1,P,IL,660,5.874834798,FRM,384.4291344,1,N,1
0.36569256,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.709349038,258604.6823,195,83.13058743,115.0365402,1,59.85331986,475.183216,N,P,2,P,OH,455,4.513312096,FRM,417.2527784,1,N,1
0.264274614,R,WELLS FARGO BANK,6.724476599,137506.4364,195,86.06891167,113.723106,1,43.08044607,301.0508931,N,P,1,P,AR,807,2.379439846,FRM,477.1633703,1,N,1
0.078208796,C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.200562837,152854.3254,195,86.07726905,93.21416435,1,63.91125884,461.4755782,N,P,2,P,AZ,388,3.82872077,FRM,497.2582396,1,N,1
0.057662596,R,STONEGATE MORTGAGE CORPORATION,6.481352934,104189.5946,195,85.81593565,86.83146746,1,58.66652134,330.1779731,Y,P,4,P,MT,357,5.906685652,FRM,379.8597627,1,N,1
0.796454283,C,STONEGATE MORTGAGE CORPORATION,6.601503483,69307.11285,195,80.80111915,111.1050721,1,49.54923044,480.8636964,N,P,1,P,DC,606,4.248143093,FRM,394.7581086,1,N,1
0.662315474,R,STONEGATE MORTGAGE CORPORATION,6.659935146,182188.2083,195,83.42614746,98.93311213,1,56.84865959,346.2811706,Y,P,2,P,NC,99,2.081453866,FRM,436.3713688,1,N,1
0.56748597,R,WELLS FARGO BANK,7.346643341,8025.608204,195,88.27276317,94.5455018,1,60.7619349,328.2527624,Y,C,1,P,PR,185,7.493276856,FRM,477.7290005,1,N,1
0.791224578,R,WELLS FARGO BANK,7.235473893,106582.9391,195,84.22205594,112.3688993,1,56.20957173,342.2258209,N,P,3,P,NJ,115,4.105182153,FRM,349.3691503,1,N,1
0.510520154,R,WELLS FARGO BANK,7.563299174,274317.7282,195,88.21015694,117.2420182,1,52.28499637,445.7269954,Y,C,3,P,PA,238,1.662595217,FRM,362.8388417,1,N,1
0.3826044,R,WELLS FARGO BANK,7.640730526,58893.67269,195,82.38484634,97.17221163,1,44.24274656,309.07714,N,P,1,P,OK,129,4.919223883,FRM,438.2922311,1,N,1
0.699249491,R,WELLS FARGO BANK,5.136789489,20965.88159,195,84.7932994,108.9157632,1,58.0456843,411.9440776,Y,P,1,P,AZ,75,4.565296338,FRM,380.7078645,1,N,1
0.643806265,R,"FLAGSTAR BANK, FSB",7.648897739,142943.3444,195,80.50673208,119.9432047,1,60.64888115,335.2910393,Y,P,1,P,GU,351,8.08671968,FRM,399.5319511,1,N,1
0.377566487,R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.000718972,183066.5194,195,84.10733581,90.02682436,1,54.4958676,300.2400622,Y,P,2,P,IL,464,1.1651379,FRM,436.7869009,1,Y,1
0.932255447,R,STONEGATE MORTGAGE CORPORATION,7.948389253,150907.0382,195,80.66529644,108.5366526,1,52.15785974,339.5246084,N,P,2,P,KS,217,2.310036652,FRM,302.8440496,1,N,1
0.985994513,C,WELLS FARGO BANK,5.671149786,127164.2172,195,85.45699594,91.28663534,1,60.55126934,395.54782,N,P,3,P,CO,33,7.917247547,FRM,340.6466868,1,N,1
0.13468091,R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.993921842,276763.0527,195,86.79463567,95.76636641,1,62.88341155,366.4068798,N,C,1,P,NE,640,4.878303822,FRM,450.2372896,1,N,1
0.233348412,R,STONEGATE MORTGAGE CORPORATION,6.004762045,285888.7287,195,87.93772278,104.1567443,1,45.76934644,450.6368963,Y,P,1,P,NJ,533,2.63523828,FRM,369.18196,1,N,1
0.410707024,R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.175659937,123412.4364,195,86.9183611,115.2850073,1,55.3485423,304.3240775,Y,P,1,P,ND,152,2.409764662,FRM,307.9677265,1,N,1
0.278989829,R,FRANKLIN AMERICAN MORTGAGE COMPANY,6.562865193,62786.95811,195,82.92503035,88.82839382,1,53.893227,486.8416592,N,P,1,P,NY,765,3.791946154,FRM,480.9436994,1,N,1
0.933113194,R,WELLS FARGO BANK,6.736874068,12472.51193,195,83.73827169,101.1914944,1,57.25484932,362.7140166,N,C,1,P,WA,450,1.289454212,FRM,480.5162203,1,N,1
0.696737742,C,STONEGATE MORTGAGE CORPORATION,6.125579429,289138.1142,195,86.17453302,107.8255043,1,60.98970587,398.6642581,Y,P,1,P,DC,483,4.032615962,FRM,452.7523458,1,N,1
0.36977387,R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.19083519,116776.3937,195,86.87715448,101.825172,1,58.47290929,448.8670439,N,P,1,P,ID,386,3.300238918,FRM,386.0721983,1,N,1
0.98963006,C,STONEGATE MORTGAGE CORPORATION,5.759001222,171854.7091,195,82.37289279,96.35325036,1,61.78023966,344.3097202,Y,P,1,P,NY,328,7.004023966,FRM,305.8085635,1,N,1
0.314309507,R,WELLS FARGO BANK,5.341947837,186404.3995,195,81.27004307,106.5332778,1,55.18638383,470.0469093,Y,C,2,P,CA,286,7.273691293,FRM,480.7245783,1,N,1
0.430204369,R,WELLS FARGO BANK,5.686494165,1130.797186,195,85.48451412,113.0589616,1,60.73615647,335.1951649,N,C,4,P,GU,410,8.133196148,FRM,437.6237906,1,Y,1
0.650102333,C,"FLAGSTAR BANK, FSB",7.437361387,227635.7687,195,84.62975235,101.2792621,1,53.01387283,349.1131975,Y,P,4,P,AL,72,8.363653234,FRM,356.6368848,1,N,1
0.574116093,R,WELLS FARGO BANK,7.979928572,46632.41504,195,83.55596113,114.075975,1,43.32047368,411.8731333,Y,P,2,P,CA,302,2.506713127,FRM,336.1801289,1,N,1
